識別碼,新聞標題,新聞分類,發布日期,新聞前言,新聞連結,來源媒體,來源媒體連結,資料更新時間
news_ac8feba574ee599da154f68047d81ce7,從支持到反對！川普在墮胎權修正案態度逆轉 保守派質疑其立場反覆,即時新聞,8/31/2024 23:02,"郭顏慧／核稿編輯
美國共和黨總統候選人川普（Donald Trump）30日宣布，將投票反對佛羅里達州（Florida）一項將墮胎權寫入州憲法的修正案。該修正案旨在推翻現行的6週...…",https://news.ltn.com.tw/news/world/breakingnews/4785891,自由時報,https://news.ltn.com.tw/list/breakingnews/all,9/7/2024 20:19
news_1d4fa592381a4800811fe46444e05917,賀錦麗允諾 延攬共和黨人入閣,即時新聞,8/31/2024 13:30,"〔編譯張沛元／綜合報導〕美國副總統賀錦麗在成為民主黨總統候選人後，廿九日首度接受訪問。她承諾，若入主白宮，將延攬一名共和黨人入閣；賀錦麗還重申提名演說中強調的機會經濟與協助中產階級，以「價值不變」來為她在若干內政上立場反覆辯護。
賀錦麗在競選搭檔華茲的陪伴下接受有線電視新聞網（CNN）專訪，回應針…",https://news.ltn.com.tw/news/world/paper/1664607,自由時報,https://news.ltn.com.tw/list/breakingnews/all,9/7/2024 20:19
news_73d64ec665ad2c3a5a6638ce89756f95,賀錦麗經濟牛肉連發！打造機會經濟　對抗高物價減輕低收入戶負擔,新聞雲,8/17/2024 15:22,美國副總統賀錦麗今天首度以民主黨總統候選人身分發表經濟政策演說。她端出牛肉一盤盤，矢言打擊通膨，推稅額抵扣減輕低收入家庭負擔，也強調心繫中產階級，「只有中產階級強，美國才會強」。,https://www.ettoday.net/news/20240817/2799120.htm,2011 ETtoday.net. All Rights Reserved.,https://www.ettoday.net,8/24/2024 20:20
news_bf793f7d7f006f8237c0498353ec9ca6,川普：關稅政策可推動經濟增長 對美國利大於弊,即時新聞,10/16/2024 18:41,"歐祥義／核稿編輯


〔財經頻道／綜合報導〕美國共和黨總統候選人川普（Donald Trump）近期提出實施「全面關稅政策（all tariff policy）」，考慮對盟友和競爭對手的進口產品...…",https://ec.ltn.com.tw/article/breakingnews/4832062,自由時報,https://news.ltn.com.tw/list/breakingnews/all,10/23/2024 20:41
news_393ded1258b1297c3ce3f6cca0665d94,川普模仿馬斯克談太空科技 笑果十足,即時新聞,9/1/2024 23:07,美國前總統川普（Donald Trump）8月30日在華盛頓特區舉辦的「媽媽為自由」（Moms for Liberty）年度大會上，模仿SpaceX和特斯拉（Tesla）執行長...…,https://news.ltn.com.tw/news/world/breakingnews/4786694,自由時報,https://news.ltn.com.tw/list/breakingnews/all,9/8/2024 20:19
news_124b6e404b3ded8b5fbeb32c82f46fe1,「希望孩子長大像誰？」 川普得票碾壓賀錦麗引爆討論,即時新聞,9/2/2024 3:59,美國億萬富翁、NBA獨行俠球隊老闆庫班（Mark Cuban）8月31日在社群平台X上發起一項網路投票。他向追隨者提出一個富有爭議的問題：「你希望年輕孩子長大後擁有誰的個性和品...…,https://news.ltn.com.tw/news/world/breakingnews/4786952,自由時報,https://news.ltn.com.tw/list/breakingnews/all,9/8/2024 20:19
news_e2708e4e969144229083f4800f8512ae,美已故淫魔富豪邪惡「蘿莉島」 川普：若勝選將公布登島客戶名單,即時新聞,9/4/2024 23:21,"李欣潔／核稿編輯
美國已故「富豪淫魔」艾普斯坦（Jeffrey Epstein）生前爆出曾性侵多名少女，媒介全球政商名流好友到其私人島嶼從事性愛活動，有許多未成年少女受害而有「蘿...…",https://news.ltn.com.tw/news/world/breakingnews/4789752,自由時報,https://news.ltn.com.tw/list/breakingnews/all,9/11/2024 20:22
news_a45c11086dfb3db97b4b388a4b3a6698,不再堅持全程開麥 賀錦麗準備參加9/10辯論會,即時新聞,9/5/2024 16:59,美國政治新聞網站《Politico》報導，美國副總統賀錦麗（Kamala Harris）4日在登上空軍二號專機時，無視隨行記者關於辯論準備情況的提問。然而，她即將在匹茲堡展開近...…,https://news.ltn.com.tw/news/world/breakingnews/4790538,自由時報,https://news.ltn.com.tw/list/breakingnews/all,9/12/2024 20:21
news_6ff86d5fe0fddfbe32d123a32d927559,LTN經濟通》中國此產品危害全球 智利應聲倒地,即時新聞,8/19/2024 15:10,"大舉傾銷鋼鐵 害慘全球同行


歐祥義／核稿編輯


〔財經頻道／綜合報導〕中國國家統計局公布的最新資料，2023年中國粗鋼產量10億1,908萬噸，與2022年持平。2023年的鋼鐵實際產能超...…",https://ec.ltn.com.tw/article/breakingnews/4769742,自由時報,https://news.ltn.com.tw/list/breakingnews/all,8/26/2024 20:23
news_b612b29774e6b48ca1de4e03a024d917,台灣沒有「搶」！外媒：台灣晶片的領導地位 是美國重要「支柱」,即時新聞,8/2/2024 19:46,"高佳菁／核稿編輯


〔財經頻道／綜合報導〕美國前總統川普日前聲稱，美國保護台灣多年，但台灣卻奪走了晶片事業，「台灣為我們做了什麼？」並認為台灣應該要付美國防禦費。不過《外交家》（The Dip...…",https://ec.ltn.com.tw/article/breakingnews/4756400,自由時報,https://news.ltn.com.tw/list/breakingnews/all,8/9/2024 20:19
news_a9d1842cefb475a61dbe26f7d320b0db,視網膜開酸印度神童！點名「1傳說級人物」：更準　千人狂點頭附和,新聞雲,8/3/2024 21:02,「印度神童」阿南德（Abhigya Anand）8月6日至8日在台北南港展覽館參加亞洲區塊鏈高峰會並公開演講，預言台灣在2028年至2032年將是動盪期。此言論遭命理師詹惟中批評，連視網膜都忍不住酸：「乾脆也把《辛普森家庭》的製作人訪一訪。」,https://star.ettoday.net/news/2790259,2011 ETtoday.net. All Rights Reserved.,https://www.ettoday.net,8/10/2024 20:16
news_50ae421e9b3561abde5b3773a5f8864e,國師唐綺陽也聲援林郁婷！列3點大讚「如同台灣被打壓仍是發光主角」,新聞雲,8/4/2024 5:03,「台灣女拳王」林郁婷於巴黎奧運邁進8強，但近期她的性別遭《哈利波特》作者JK羅琳以及外媒影射攻擊，台灣各界紛紛發聲支援力挺，有著「國師」封號的星座專家唐綺陽也在3日晚間發文大讚「林郁婷超棒」，列出3點聲援直呼「跟台灣一樣，再怎樣被打壓依然是發光的主角」。,https://star.ettoday.net/news/2790459,2011 ETtoday.net. All Rights Reserved.,https://www.ettoday.net,8/10/2024 20:16
news_57c11510c9a9e4e8c0c1d5485854e27e,賀錦麗獲足夠黨代表投票支持　確認與川普競選總統,新聞雲,8/3/2024 13:51,美國副總統賀錦麗（Kamala Harris）今天獲得足夠民主黨代表投票支持為總統候選人，確認將在11月與共和黨候選人川普（Donald Tmp）競逐白宮大位。,https://www.ettoday.net/news/20240803/2790079.htm,2011 ETtoday.net. All Rights Reserved.,https://www.ettoday.net,8/10/2024 20:16
news_93fe90d40673fdb929d1e88e3a034fff,吸金民主黨！賀錦麗7月募款進帳100億「超越川普」　燃起支持者熱情,新聞雲,8/3/2024 23:59,美國副總統賀錦麗於當地時間2日獲得足夠的民主黨代表投票支持為總統候選人，確認將於今年11月和共和黨候選人、前總統川普角逐白宮大位。在此之際，賀錦麗競選團隊透露，他們7月底以前收到高達3.1億美元的政治捐款，不僅是川普的2倍之多，更有3分之2是首次捐款，突顯民主黨支持者的熱情重新被燃起。,https://www.ettoday.net/news/20240803/2790295.htm,2011 ETtoday.net. All Rights Reserved.,https://www.ettoday.net,8/10/2024 20:16
news_93411560b5de3b7dea22ff011a5d857d,川普終於點頭！9／4與賀錦麗舉行總統大選辯論　這次有觀眾了,新聞雲,8/3/2024 23:38,美國副總統賀錦麗已確認將與前總統川普競爭白宮大位，本月稍晚將在民主黨全國代表大會上正式接受提名。川普此前一度拒絕與賀錦麗舉行辯論會，直到2日終於點頭，同意9月4日在賓州舉行辯論，由《福斯新聞》（Fox News）主辦，且將開放觀眾入場。,https://www.ettoday.net/news/20240803/2790301.htm,2011 ETtoday.net. All Rights Reserved.,https://www.ettoday.net,8/10/2024 20:16
news_175cbe84b2f819362a5b9b9ee7354342,美國大選倒數！知情人士：川普將現身賓州麥當勞「親自炸薯條」,即時新聞,10/17/2024 1:31,"劉晉仁／核稿編輯
隨著美國總統大選逼近，有知情人士透露，川普本週末將出現在賓夕法尼亞州（Pennsylvania）的麥當勞餐廳，親自為民眾服務。此舉除了吸引選民關注，亦是他回應...…",https://news.ltn.com.tw/news/world/breakingnews/4832644,自由時報,https://news.ltn.com.tw/list/breakingnews/all,10/23/2024 20:41
news_7ee86585b2ccf08856eb7d697f25d9bd,川普支持佛州娛樂用大麻合法　「不該因持有大麻被捕」,新聞雲,9/1/2024 20:30,美國共和黨總統候選人川普8月31日表態支持佛州娛樂用大麻合法化，更說「人們不該在佛州（因為攜帶大麻）成為罪犯，這在其他許多州都是合法的……不需要浪費納稅人的錢，去抓攜帶個人使用量大麻的成年人」。,https://www.ettoday.net/news/20240901/2808550.htm,2011 ETtoday.net. All Rights Reserved.,https://www.ettoday.net,9/8/2024 20:19
news_8eb840a67701c12602ef5fc4aab90861,選情膠著！賀錦麗募款實力碾壓川普 民調卻難分軒輊,即時新聞,10/22/2024 3:59,2024年美國總統大選進入最後衝刺階段，最新公布的競選財務報告顯示，民主黨總統候選人賀錦麗（Kamala Harris）在募款能力上大幅領先共和黨對手川普（Donald Tru...…,https://news.ltn.com.tw/news/world/breakingnews/4837785,自由時報,https://news.ltn.com.tw/list/breakingnews/all,10/28/2024 20:21
news_362e7fb43d3df3814d1f24022786a5d8,美共和黨北卡州長候選人 驚傳造勢時燒燙傷住院,即時新聞,9/28/2024 20:54,"劉家凱／核稿編輯
美國共和黨籍北卡羅來納州現任副州長羅賓遜（Mark Robinson），目前正投入州長競選，孰料27日卻傳出他在造勢活動中燒燙傷，已送醫治療。

據《NBC...…",https://news.ltn.com.tw/news/world/breakingnews/4813724,自由時報,https://news.ltn.com.tw/list/breakingnews/all,10/5/2024 20:23
news_f5a903ab9f1948cce641ec74056be330,黃澎孝練「孝」話》唯恐「圖利」川普 習近平緊急「斷劍」收兵,即時新聞,10/16/2024 21:48,"共軍東部戰區擔綱演出，並由中國中央電視台首度配合「直播」的『聯合利劍-2024B』軍演，僅進行了13個小時，突然就雷聲大雨點小地在14日徬晚6時就宣布：「圓滿完成」了！


且讓我們倒帶...…",https://talk.ltn.com.tw/article/breakingnews/4832411,自由時報,https://news.ltn.com.tw/list/breakingnews/all,10/23/2024 20:41
news_5f75cf170f2bbb5d8557e6c41f3c87c7,美國總統大選倒數2周！回顧拜登4年前「勝選之夜」　川普哭喪著臉,新聞雲,10/23/2024 2:18,美國總統大選即將於11月5日如火如荼展開，距今只剩下不到2周的時間，而高齡81歲的現任總統拜登也即將進入卸任倒數。回顧4年前的「勝選之夜」，拜登在家人陪伴下觀賞煙火秀，擁抱著孫女仰望絢爛的煙火，而背景音樂是拜當已逝長子的最愛歌曲，強調其愛家形象。在勝選感言中，拜登則強調未來將團結美國。,https://www.ettoday.net/news/20241022/2840151.htm,2011 ETtoday.net. All Rights Reserved.,https://www.ettoday.net,10/29/2024 20:18
news_945701d6ff7b1a088310b14aedb6b931,台股今日重點,即時新聞,10/21/2024 14:55,1.台股18日在台積電（2330）開高，直衝1100元大關，指數一度觸大漲660點，觸及23713點，不過，受光電、IC設計、半導體等電子股開高下殺衝擊，加上台積電股價漲勢收斂，終場指數漲433...…,https://ec.ltn.com.tw/article/breakingnews/4835396,自由時報,https://news.ltn.com.tw/list/breakingnews/all,10/24/2024 20:22
news_047bb69e1052e1919dfc88223bfb7ced,谷月涵：4大利多 美股選後漲幅可期,即時新聞,10/21/2024 18:41,美總統大選即將於11月5日舉行，寬量國際（QIC）第16屆「QIC CEO Week」明日即將於香港舉行最後一場外資投資論壇，國際策略長谷月涵（Peter Kurz）指出...…,https://ec.ltn.com.tw/article/breakingnews/4837060,自由時報,https://news.ltn.com.tw/list/breakingnews/all,10/28/2024 20:21
news_fdd2b53d530d9427120145396e483e5b,台股進入10月「要怎麼投資？」　專家曝5大重點：逢低布建科技股,新聞雲,9/29/2024 14:00,時序即將進入10月，觀察台股成交量仍持續低迷，顯示大額資金在美國大選變數前，都不願投入股市；不過，台股低量守住底部，也代表著大額投資人不欲殺低，對於中長線有所期待，永豐投顧表示，10月是大選前最後一個月份，已近隧道盡頭，預期台股走勢維持量縮緩慢爬升格局。,https://finance.ettoday.net/news/2825131,2011 ETtoday.net. All Rights Reserved.,https://www.ettoday.net,10/6/2024 20:19
news_f84d82438a7be17f9b6d1e90a7e7aaeb,普丁要停戰了？表態準備與烏克蘭和談　支持賀錦麗入主白宮,新聞雲,9/6/2024 8:22,烏克蘭跨境奇襲並持續挺進俄國庫斯克州之際，一度拒絕與烏方談判的俄羅斯總統普丁5日表示，已準備與基輔和談。他也表示在11月美國總統大選支持賀錦麗。,https://www.ettoday.net/news/20240906/2811697.htm,2011 ETtoday.net. All Rights Reserved.,https://www.ettoday.net,9/13/2024 20:24
news_e61df35ec98644e574e44e628454627c,美前總統卡特剛過百歲生日！　郵寄投票「挺賀」：完成心願,新聞雲,10/17/2024 18:26,美國前總統卡特（Jimmy Carter）今天透過郵寄方式提前選票，他曾在滿百歲前許下心願，希望自己活得夠久，將票投給民主黨總統候選人賀錦麗。,https://www.ettoday.net/news/20241017/2836758.htm,2011 ETtoday.net. All Rights Reserved.,https://www.ettoday.net,10/24/2024 20:22
news_24492ab72a1c275b2a845fdb0caa1ed3,林郁婷不甩性別風波帥出新高度！全台女網友暈船排隊嫁,即時新聞,8/3/2024 16:30,征戰花都前，林郁婷與跆拳道女將羅嘉翎攜手登上時尚雜誌《VOGUE》封面，兩人以酒紅色造型搭成CP感，一美一帥畫面養眼。…,https://istyle.ltn.com.tw/article/32228,自由時報,https://news.ltn.com.tw/list/breakingnews/all,8/10/2024 20:16
news_91db3409e9a4cb08148767fccc524352,美國大選進入「十月驚奇」　川普安全問題越發引憂,新聞雲,10/17/2024 20:28,美國大選進入了「十月驚奇」時刻之後，川普的安全問題越發引人擔憂，能否安全渡過美國大選將打上了問號。但無論如何，2024年美國大選出現了諸多極端而不光彩手段，已經加劇了對最後選舉結果的質疑和不認可。,https://forum.ettoday.net/news/2836751,2011 ETtoday.net. All Rights Reserved.,https://www.ettoday.net,10/24/2024 20:22
news_ef190975246f526edb00873cffb48fb7,國民黨訪美14天傳達國防外交政策　徐巧芯談預算規劃與投資順序,新聞雲,9/29/2024 19:42,國民黨國際部主任黃介正偕立法委員徐巧芯、空軍退役中將田在勱日前出席賓州費城舉辦的「美台國防工業會議」（U.S.-Taiwan Defense Industry Conference）後，再返華盛頓特區拜會美國行政部門、國會、智庫，並與大華府地區華僑餐敘，共14天馬拉松式行程，於昨日返台。,https://www.ettoday.net/news/20240929/2825742.htm,2011 ETtoday.net. All Rights Reserved.,https://www.ettoday.net,10/6/2024 20:19
news_010aca2cd0a6cef26efc26817b9b1239,駁馬英九稱國防預算是錢坑 白委林憶君：確保台灣「嚇阻力量」必要作為,即時新聞,8/5/2024 22:22,前總統馬英九近日於泰國曼谷演講時稱，若軍購變成美國總統候選人川普口中繳「保護費」的說法，國防預算等於是錢坑法案，會拖垮台灣的財政。對此，民眾黨立委林憶君表示，台灣當前所面對的威...…,https://news.ltn.com.tw/news/politics/breakingnews/4759316,自由時報,https://news.ltn.com.tw/list/breakingnews/all,8/12/2024 20:19
news_54f3ff499c920f943dadf554edd6255d,綠轟馬「繳保護費變錢坑法案」說法 馬辦：國防預算創新高有更安全？,即時新聞,8/6/2024 0:47,前總統馬英九近日於泰國中華會館演說時提到，「備戰有其必要，但高昂軍費對台灣來說是沉重的負擔，尤其若軍購變成美國總統候選人川普口中繳『保護費』的荒謬、輕蔑說法，國防預算等於是錢坑...…,https://news.ltn.com.tw/news/politics/breakingnews/4759503,自由時報,https://news.ltn.com.tw/list/breakingnews/all,8/12/2024 20:19
news_c98db0f6d82ba1e8818e34d29872e87d,川普遇襲 《CNN》揭背後致命安全漏洞,即時新聞,8/3/2024 22:32,"郭顏慧／核稿編輯
美國共和黨總統候選人、前總統川普（Donald Trump）上月在賓州巴特勒（Butler）舉行的集會上遭暗殺未遂，事後美國秘勤局（Secret Servic...…",https://news.ltn.com.tw/news/world/breakingnews/4757529,自由時報,https://news.ltn.com.tw/list/breakingnews/all,8/10/2024 20:16
news_65359a6f3702477dfbb9b1d4beb27268,有現場觀眾！川普同意福斯新聞主辦  9/4與賀錦麗辯論,即時新聞,8/4/2024 0:19,"郭顏慧／核稿編輯
美國2024總統大選白熱化，共和黨總統候選人川普週五宣布，他已經同意《福斯新聞》於9月4日與民主黨總統候選人賀錦麗進行總統辯論，將不再參加先前同意由美國《ABC...…",https://news.ltn.com.tw/news/world/breakingnews/4757738,自由時報,https://news.ltn.com.tw/list/breakingnews/all,8/10/2024 20:16
news_b660055bac5bb8a5abfc0af36fa1b97a,范斯是誰？白人窮小子階級反轉　8點帶你認識「川普欽點副手」,新聞雲,10/2/2024 19:00,美國總統大選即將於11月登場，而共和黨參選人、美國前總統川普7月公布了副手人選，正是年僅40歲、從政經歷僅1年半的俄亥俄州聯邦參議員范斯（JD Vance）。,https://www.ettoday.net/news/20241002/2826839.htm,2011 ETtoday.net. All Rights Reserved.,https://www.ettoday.net,10/9/2024 20:18
news_e91a04b593b5b42126c8b68586236739,美國大選究竟挺川普或賀錦麗　股神巴菲特鬆口了,新聞雲,10/24/2024 10:17,美國大選進入倒數階段之際，「股神」巴菲特（Warren Buffett）旗下波克夏海瑟威公司網站發表聲明指出，巴菲特不會為投資產品或政治候選人背書。,https://www.ettoday.net/news/20241024/2841039.htm,2011 ETtoday.net. All Rights Reserved.,https://www.ettoday.net,10/31/2024 20:20
news_dc34c05b310d966033e86eebe13e489c,川普自稱「體外人工受精之父」　與賀錦麗爭女性選票,新聞雲,10/17/2024 13:19,美國共和黨總統候選人川普今天在全場觀眾都是女性的福斯新聞頻道（Fox News）節目上，自稱為「體外人工受精之父」，試圖爭取女性選票。,https://www.ettoday.net/news/20241017/2836612.htm,2011 ETtoday.net. All Rights Reserved.,https://www.ettoday.net,10/24/2024 20:22
news_75f255ef32c98ec3b73b210f4bb9abfc,賀錦麗造勢100多名共和黨人站台！　尋求反川力量支持,新聞雲,10/17/2024 15:24,美國民主黨總統候選人賀錦麗今天在搖擺州賓州造勢，尋求共和黨人的支持，現場有100多名共和黨人站台，緊接著她將接受保守派媒體福斯新聞頻道（Fox News）專訪。,https://www.ettoday.net/news/20241017/2836625.htm,2011 ETtoday.net. All Rights Reserved.,https://www.ettoday.net,10/24/2024 20:22
news_1d5988a153441123649ff5a257ff78cf,自由開講》賀錦麗的外交政策對兩岸關係的影響,即時新聞,8/4/2024 2:00,賀錦麗，作為拜登政府的副總統候選人，對中國政策的看法和行動主要依賴於過去的發言和紀錄，她的政策立場顯示出對人權和網路安全的重視，並追隨拜登的路線敢言支持臺灣，這對兩岸關係及臺灣的國際地位將...…,https://talk.ltn.com.tw/article/breakingnews/4757348,自由時報,https://news.ltn.com.tw/list/breakingnews/all,8/10/2024 20:16
news_d4ef7a54239053fe1431d1bfcdef6512,川普效應！台銀黃金存摺飆2881元天價　去年底砸10萬現賺逾4萬,新聞雲,10/30/2024 17:30,在美國總統候選人川普當選機率提高下，國際金價應聲走揚，現貨、期貨黃金報價都破紀錄，台銀黃金存摺今（30）日第一盤再飆出每公克台幣2881元天價，估算砸10萬元放不到1年就可賺逾4萬元。,https://finance.ettoday.net/news/2844909,2011 ETtoday.net. All Rights Reserved.,https://www.ettoday.net,11/6/2024 20:39
news_7726a61080c90583bbe4ef06a70d8b49,"賀錦麗經濟牛肉連發 打擊高物價緩解低收入戶負擔
",即時新聞,8/17/2024 12:45,"美國副總統賀錦麗今天首度以民主黨總統候選人身分發表經濟政策演說。她端出牛肉一盤盤，矢言打擊通膨，推稅額抵扣減輕低收入家庭負擔，也強調心繫中產階級，「只有中產階級強，美國才會強」。

  ...…",https://news.ltn.com.tw/news/world/breakingnews/4771598,自由時報,https://news.ltn.com.tw/list/breakingnews/all,8/24/2024 20:20
news_86bc8f24f498f28a067d24b34a4a9507,4年前輸拜登！最新民調：川普有望攻下3搖擺州　差一步重返白宮,新聞雲,10/31/2024 0:06,美國大選進入最後倒數，最新民調顯示，共和黨候選人川普有望翻轉現任總統拜登4年前以微弱優勢取勝的3個搖擺州，讓他獲得255張選舉人票，代表只要再從對手賀錦麗手中攻下另一個搖擺州，即可重返白宮。,https://www.ettoday.net/news/20241030/2845269.htm,2011 ETtoday.net. All Rights Reserved.,https://www.ettoday.net,11/6/2024 20:39
news_069004ed3a3415222755dc21bfae7704,美大選倒數30天！搖擺州動向膠著　川普、賀錦麗砸重金拚廣告,新聞雲,10/6/2024 15:19,距離美國總統大選剩下最後1個月，由於候選人在7個關鍵搖擺州都未見明顯領先優勢，兩陣營都砸下重金拚廣告，希望催出更多鐵票並強化優勢議題，以形象爭取未決選民。,https://www.ettoday.net/news/20241006/2829966.htm,2011 ETtoday.net. All Rights Reserved.,https://www.ettoday.net,10/13/2024 20:19
news_4b2f221ff7bed1de9d5de58b85ec93a1,賀錦麗提「機會經濟」棒打川普 吸引中產階級選民,即時新聞,8/18/2024 14:42,"吳孟峰／核稿編輯


〔財經頻道／綜合報導〕美國民主黨籍總統候選人賀錦麗（Kamala Harris）在北卡羅來納州羅利的一次演講中，描繪了她所描述的「機會經濟」的願景，其核心是基本的財務安全。...…",https://ec.ltn.com.tw/article/breakingnews/4772226,自由時報,https://news.ltn.com.tw/list/breakingnews/all,8/25/2024 20:20
news_0f39013e30e7c9904af8c13d6f8315f8,林郁婷奧運後的第一拳獻給李洋！穿得一模一樣還狂比愛心、玩遊戲,新聞雲,8/19/2024 5:12,奧運金牌得主李洋和林郁婷出席台灣機能服飾品牌VERVE活動，兩人以相同的黑上衣與短褲現身， 除了秀出奧運金牌分享榮耀與喜悅，還玩起羽球與拳擊對抗的遊戲，林郁婷說：「比完賽還沒有人敢叫我出拳。」李洋笑回：「嗆人家不是我的Style！」互動超有哏。,https://fashion.ettoday.net/news/2799889,2011 ETtoday.net. All Rights Reserved.,https://www.ettoday.net,8/25/2024 20:20
news_ac8dc6131e277b8984cc8b141b47ffe3,美國會9日復會 25抗中法案拚過關,即時新聞,9/8/2024 13:30,"眾議院「中國週」 趕年底前提交白宮簽署
〔編譯孫宇青／綜合報導〕美國國會經過六週休會後將於九日復會，眾議院將迎來「中國週」，預計密集討論及表決至少廿五項與中國直接或間接相關的法案，包括從經濟角度嚇阻北京犯台企圖的「台灣衝突嚇阻法案」，其他法案則涉及孔子學院、無人機及經濟間諜等，希望在年底前提交白宮…",https://news.ltn.com.tw/news/world/paper/1665991,自由時報,https://news.ltn.com.tw/list/breakingnews/all,9/15/2024 20:21
news_cad312dd443132c9dc887e4106f7f0ee,危邦不入！法媒揭台商加速撤中  赴中投資比重從83％狂降至11％,即時新聞,9/29/2024 15:18,"陳麗珠／核稿編輯


〔財經頻道／綜合報導〕中國經濟萎靡不振，又實施反間諜法，疊加地緣緊張局勢加劇，外資及台商大舉撤離。法媒披露，台灣對中國的投資已急劇下降至 20 世紀 90 年代以來的最低水...…",https://ec.ltn.com.tw/article/breakingnews/4813843,自由時報,https://news.ltn.com.tw/list/breakingnews/all,10/6/2024 20:19
news_f8f6c07c31f31492fbf47df0427c3823,共和黨在搖擺州民調快被超車！川普仍嗆賀錦麗：比拜登還要好打,新聞雲,8/18/2024 19:30,美國總統大選即將於11月進行，自從現任總統拜登退選、改由副總統賀錦麗接棒，民主黨選情開始迎來改變，賀錦麗和川普在關鍵搖擺州的民調更是僵持不下。對此，川普在賓州造勢時開嗆，認為賀錦麗「比拜登更容易擊敗」，不僅批評賀錦麗的經濟政見，更痛批下周在芝加哥進行的民主黨全代會被操控。,https://www.ettoday.net/news/20240818/2799569.htm,2011 ETtoday.net. All Rights Reserved.,https://www.ettoday.net,8/25/2024 20:20
news_f631987253c6fe4f4ca4e0fecfc9127c,14天狂掃美國23個重要單位 國民黨：明確向美傳達國防外交政策,即時新聞,9/29/2024 19:32,國民黨代表團昨日結束14天美國訪問行程返台，國民黨國際部主任黃介正今日指出，黨代表團這14天和美國行政部門、國會參眾兩院、重要智庫學者，以及美國總統候選人川普、賀錦麗兩大競選陣...…,https://news.ltn.com.tw/news/politics/breakingnews/4814463,自由時報,https://news.ltn.com.tw/list/breakingnews/all,10/6/2024 20:19
news_2b7b3ef5faf699c6377441fd3e003c18,華茲與中國過往 美眾院調查,即時新聞,8/18/2024 13:30,"〔編譯林家宇／綜合報導〕美國副總統賀錦麗與明尼蘇達州州長華茲宣布連袂參選後，逆轉原先對前總統川普落居下風形勢，聲勢扶搖直上。值此之際，美眾議院監督委員會共和黨籍主席卡莫十六日宣布，對華茲「與中國共產黨實體和官員的長期連結」發動正式調查。
曾任澳門大學研究員 在廣東佛山教學
監督委員會聲明寫道，華…",https://news.ltn.com.tw/news/world/paper/1662395,自由時報,https://news.ltn.com.tw/list/breakingnews/all,8/25/2024 20:20
news_c4d0f2aa62ede3320e81e2eae717f5cf,助台積供應鏈快速落地日本 郭智輝：擬在九州設立一站式服務公司,即時新聞,9/3/2024 1:27,經濟部長郭智輝今出席「SEMICON Taiwan 2024國際半導體展」展前記者會，他受訪指出，經濟部擬在日本推動「科學園區服務中心」的服務公司，幫助到日本投資的台灣廠...…,https://ec.ltn.com.tw/article/breakingnews/4787808,自由時報,https://news.ltn.com.tw/list/breakingnews/all,9/9/2024 20:20
news_e52b32f04f8b9fb6a3d3b73c2309005f,川普提對貿易夥伴徵收20％關稅 稱「以眼還眼，這是常識」,即時新聞,8/21/2024 15:19,"吳孟峰／核稿編輯


〔財經頻道／綜合報導〕美國前總統川普上週提出對美國貿易夥伴徵收10-20%關稅，在2024 年總統競選過程中再次引發貿易問題。川普周一表示，如果貿易夥伴傷害我們，我就要以眼...…",https://ec.ltn.com.tw/article/breakingnews/4775208,自由時報,https://news.ltn.com.tw/list/breakingnews/all,8/28/2024 20:22
news_6318ab5dbd5b41f359cd1b0dabbfe999,川、賀激戰搖擺州喬治亞 提前投票首日催出32.8萬人創新高,即時新聞,10/17/2024 14:37,"首次上稿 10-16 22:51更新時間 10-17 06:37

美國總統選戰民主黨候選人賀錦麗與共和黨候選人川普在搖擺州競爭激烈，可能左右選舉結果的搖擺州之一喬治亞，1...…",https://news.ltn.com.tw/news/world/breakingnews/4833055,自由時報,https://news.ltn.com.tw/list/breakingnews/all,10/24/2024 20:22
news_b2d16f2c3296a61aed05ce6abf767408,誰入主白宮較有利美中關係？ 中國學者很頭大,即時新聞,10/17/2024 8:41,"西方的中國觀察家對於設法破解精英政治中的隱密計謀，再熟悉不過；但現在卻是中國的分析家苦於解讀，美國總統大選兩黨候選人對最大地緣政治對手中國所持立場，究竟有何差異。

英國「衛報」（The...…",https://news.ltn.com.tw/news/world/breakingnews/4833057,自由時報,https://news.ltn.com.tw/list/breakingnews/all,10/24/2024 20:22
news_551834f6b592afb0c8e74e03a280ae3e,台灣若失去主權「歐洲將受中俄影響」 德學者籲政府正視威脅,即時新聞,10/17/2024 8:18,以色列裔德國作家塞利格曼（Rafael Seligmann）13日表示，如果台灣失去主權，歐洲在經濟上將受中國與俄羅斯影響，「這是歐洲現在仍無法想像的規模」。即便1945年以來發生近250場...…,https://news.ltn.com.tw/news/world/breakingnews/4833075,自由時報,https://news.ltn.com.tw/list/breakingnews/all,10/24/2024 20:22
news_e0413ec71da7dc78aa297ab0db616416,軍費分攤暴增9倍？川普稱南韓「提款機」 揚言每年收3200億,即時新聞,10/17/2024 14:55,"首次上稿 10-16 23:02更新時間 10-17 06:55

彭博報導，美國共和黨總統候選人川普15日受訪稱，長期盟友南韓是「提款機」（money machine），...…",https://news.ltn.com.tw/news/world/breakingnews/4833080,自由時報,https://news.ltn.com.tw/list/breakingnews/all,10/24/2024 20:22
