識別碼,新聞標題,新聞分類,發布日期,新聞前言,新聞連結,來源媒體,來源媒體連結,資料更新時間
news_1539d300b362838257bc7a75b8a57531,聯大總辯論24日登場俄中缺席 加薩、蘇丹等3戰爭難見和平曙光,國際焦點,2024-09-22T18:00:19Z,（中央社記者廖漢原紐約22日專電）聯合國大會總辯論將於24日登場，美、英、法、日、印度與烏克蘭等國領袖將出席。在全球多處戰爭陰影下，尋求停火協議是本屆大會最主要議題。但俄羅斯與中國等領導人均缺席。,https://www.cna.com.tw/news/aopl/202409230008.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,09/30/2024 12:32:27
news_8fb0d878eab85509e94d6da93b14c821,CNN美選6大搖擺州民調：賀錦麗贏2州、川普1州領先,國際新聞,2024-09-04T22:49:03Z,"首次上稿 02:06更新時間 06:49


根據CNN最近民調，美國總統選舉6大搖擺州中，民主黨總統候選人賀錦麗目前在威斯康辛州及密西根州明顯領先，競選對手川普顯然在亞利桑那州占上風...…",https://news.ltn.com.tw/news/world/breakingnews/4790463,自由時報,https://news.ltn.com.tw/list/breakingnews/world,09/12/2024 12:21:54
news_51a385fb7e68851bb33a064b05166486,美國會領袖達協議 避免選前政府停擺,國際焦點,2024-09-23T04:22:38Z,（中央社華盛頓22日綜合外電報導）美國國會領袖今天宣布一項協議，將為聯邦政府提供資金的期限延長至12月中旬，避免在大選前幾週出現有爭議的政府停擺。,https://www.cna.com.tw/news/aopl/202409230098.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,09/30/2024 12:32:27
news_a45c11086dfb3db97b4b388a4b3a6698,不再堅持全程開麥 賀錦麗準備參加9/10辯論會,國際新聞,2024-09-05T00:59:17Z,美國政治新聞網站《Politico》報導，美國副總統賀錦麗（Kamala Harris）4日在登上空軍二號專機時，無視隨行記者關於辯論準備情況的提問。然而，她即將在匹茲堡展開近...…,https://news.ltn.com.tw/news/world/breakingnews/4790538,自由時報,https://news.ltn.com.tw/list/breakingnews/world,09/12/2024 12:21:54
news_57c11510c9a9e4e8c0c1d5485854e27e,賀錦麗獲足夠黨代表投票支持　確認與川普競選總統,國際新聞,2024-08-02T21:51:00Z,美國副總統賀錦麗（Kamala Harris）今天獲得足夠民主黨代表投票支持為總統候選人，確認將在11月與共和黨候選人川普（Donald Tmp）競逐白宮大位。,https://www.ettoday.net/news/20240803/2790079.htm,2011 ETtoday.net. All Rights Reserved.,https://www.ettoday.net,08/10/2024 12:17:40
news_93fe90d40673fdb929d1e88e3a034fff,吸金民主黨！賀錦麗7月募款進帳100億「超越川普」　燃起支持者熱情,國際新聞,2024-08-03T07:59:00Z,美國副總統賀錦麗於當地時間2日獲得足夠的民主黨代表投票支持為總統候選人，確認將於今年11月和共和黨候選人、前總統川普角逐白宮大位。在此之際，賀錦麗競選團隊透露，他們7月底以前收到高達3.1億美元的政治捐款，不僅是川普的2倍之多，更有3分之2是首次捐款，突顯民主黨支持者的熱情重新被燃起。,https://www.ettoday.net/news/20240803/2790295.htm,2011 ETtoday.net. All Rights Reserved.,https://www.ettoday.net,08/10/2024 12:17:40
news_93411560b5de3b7dea22ff011a5d857d,川普終於點頭！9／4與賀錦麗舉行總統大選辯論　這次有觀眾了,國際新聞,2024-08-03T07:38:00Z,美國副總統賀錦麗已確認將與前總統川普競爭白宮大位，本月稍晚將在民主黨全國代表大會上正式接受提名。川普此前一度拒絕與賀錦麗舉行辯論會，直到2日終於點頭，同意9月4日在賓州舉行辯論，由《福斯新聞》（Fox News）主辦，且將開放觀眾入場。,https://www.ettoday.net/news/20240803/2790301.htm,2011 ETtoday.net. All Rights Reserved.,https://www.ettoday.net,08/10/2024 12:17:40
news_bd5e5347c3f34c2b4e4f05e349d282c3,逆轉！全美民調平均賀錦麗首次反超川普 這年齡層大幅領先,國際新聞,2024-08-13T05:37:11Z,"莊文仁／核稿編輯
美國副總統、民主黨總統候選人賀錦麗在接替拜登競選後，聲勢不斷提升，根據最近進行的111項全國民意調查平均，賀錦麗以47.6%支持率略為領先川普的47.3%，儘管...…",https://news.ltn.com.tw/news/world/breakingnews/4767390,自由時報,https://news.ltn.com.tw/list/breakingnews/world,08/20/2024 12:20:13
news_5ec146efc92b1f05e3395d9188e470cc,家族成員力挺川普！ 華茲副總統參選之路遭逆風,國際新聞,2024-09-05T06:52:58Z,美國2024年總統大選戰況持續升溫，民主黨副總統候選人、明尼蘇達州州長華茲（Tim Walz）的部分親屬公開表態支持共和黨前總統川普（Donald Trump），引發輿論關注。...…,https://news.ltn.com.tw/news/world/breakingnews/4790958,自由時報,https://news.ltn.com.tw/list/breakingnews/world,09/12/2024 12:21:54
news_f52e49811299b7bd9047261d5fb1b8ea,川普帥兒18歲了 巴倫就讀紐約大學商學院引關注,國際新聞,2024-09-05T07:30:09Z,《美聯社》報導，前美國總統川普（Donald Trump）的么子巴倫（Barron Trump）本週正式踏入大學生涯，選擇就讀紐約大學（New York University）...…,https://news.ltn.com.tw/news/world/breakingnews/4791015,自由時報,https://news.ltn.com.tw/list/breakingnews/world,09/12/2024 12:21:54
news_354b1dba1182168d0e6034160b188e73,美大選表態挺賀錦麗 普廷：她的笑聲具有感染力,國際新聞,2024-09-05T12:19:59Z,"陳定瑜／核稿編輯
2024美國總統大選將在11月5日登場，而俄羅斯總統普廷（Vladimir Putin）今（5）日表示，在美國前總統川普（Donald Trump）與現任副總統...…",https://news.ltn.com.tw/news/world/breakingnews/4791375,自由時報,https://news.ltn.com.tw/list/breakingnews/world,09/12/2024 12:21:54
news_a1b73658691f1ab8fc0acdb6eca0765d,普廷：準備與烏克蘭和談 支持賀錦麗入主白宮,國際新聞,2024-09-05T12:25:17Z,"烏克蘭跨境奇襲並持續挺進俄國庫斯克州之際，一度拒絕與烏方談判的俄羅斯總統普廷今天表示，已準備與基輔和談。他也表示在11月美國總統大選支持賀錦麗。

法新社報導，普廷（Vladimir P...…",https://news.ltn.com.tw/news/world/breakingnews/4791445,自由時報,https://news.ltn.com.tw/list/breakingnews/world,09/12/2024 12:21:54
news_a393b6ac8fcc82a5cc9c2bb43ac2cffc,《時代》雜誌力捧賀錦麗 吹捧過頭反遭質疑淪傳聲筒,國際新聞,2024-08-13T13:23:58Z,《紐約郵報》12日報導，美國《時代》雜誌（Time）最新一期封面故事將副總統賀錦麗（Kamala Harris）推上鎂光燈焦點，然而，這篇充斥溢美之詞的報導並未讓賀錦麗的支持度...…,https://news.ltn.com.tw/news/world/breakingnews/4767944,自由時報,https://news.ltn.com.tw/list/breakingnews/world,08/20/2024 12:20:13
news_4cd281bb901c4a080b4632ad31b2a89b,川普大展商人本色 聖經、運動鞋、西裝碎片無所不賣,國際焦點,2024-09-23T12:56:46Z,（中央社華盛頓23日綜合外電報導）自父親房產帝國起家、將家族財富變成數十億美元的美國前總統川普不僅出售地產，還大展商人本色，從聖經、「遇刺紀念鞋」到印有個人頭像的紀念銀幣，可謂無所不賣。,https://www.cna.com.tw/news/aopl/202409230326.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,09/30/2024 12:32:27
news_21c8c9871dba13e85679117d730b82f7,川普造勢火力全開︰為民主擋子彈,國際新聞,2024-07-21T21:30:00Z,"稱習近平等世界領袖寫信慰問
〔編譯孫宇青／綜合報導〕美國共和黨總統候選人川普廿日在密西根州大急流城（Grand Rapids），舉辦遭暗殺未遂後首場造勢活動。有別於在共和黨全國代表大會上呼籲全國團結，川普「復出」首戰就火力全開，嘲笑現任總統拜登軟弱、前眾議院議長裴洛西像狗，又揶揄民主黨試圖阻止拜登…",https://news.ltn.com.tw/news/world/paper/1657827,自由時報,https://news.ltn.com.tw/list/breakingnews/world,07/29/2024 12:17:23
news_b70dc4fe41dbe0b086a643450c3648dc,賀錦麗延續抗中路線 力拚美國首位女總統,國際新聞,2024-07-22T21:30:00Z,"三大族群支持率贏拜登
〔編譯林家宇／綜合報導〕美國現任副總統賀錦麗（Kamala Harris）在總統拜登宣布退選後，旋即表態爭取提名，以副總統身分接棒且獲得拜登本人及黨內大老力挺優勢下，被視為民主黨抗衡前總統川普的最有力人選。紐約時報和華盛頓郵報等美國主流媒體比對各項主要民調後發現，賀錦麗的民調…",https://news.ltn.com.tw/news/world/paper/1658020,自由時報,https://news.ltn.com.tw/list/breakingnews/world,07/30/2024 12:18:47
news_54e28c7b0091568eefa21f700fe48c98,配角變主角 賀錦麗層層考驗在眼前,國際新聞,2024-07-22T21:30:00Z,〔編譯孫宇青／綜合報導〕美國總統拜登宣布放棄競選連任，並支持副總統賀錦麗出馬迎戰前總統川普，造就一場前所未有的總統大選。「華盛頓郵報」和「紐約時報」指出，賀錦麗如何在八月民主黨全國代表大會前擘劃自己的總統格局，凝聚民主黨向心力，以及如何在沒有經歷過以她為主角的嚴峻選戰考驗下，應對川普犀利的攻勢，都預…,https://news.ltn.com.tw/news/world/paper/1658021,自由時報,https://news.ltn.com.tw/list/breakingnews/world,07/30/2024 12:18:47
news_fd09ededcdc407ef8225a8067b48a3b1,呼籲拜登直接下台 共和黨質疑換將「不合法」,國際新聞,2024-07-22T21:30:00Z,〔編譯陳成良／綜合報導〕美國總統拜登宣布放棄競選連任，引發政壇震盪。共和黨總統候選人川普抓住機會，公開批評拜登不適任總統，更直言他根本不應該參選。聯邦眾議院議長強生等共和黨要員則加碼呼籲拜登直接下台，強生更警告，民主黨若臨時更換總統候選人，恐將面臨法律挑戰。然而，法律專家指出，由於拜登尚未接受民主黨…,https://news.ltn.com.tw/news/world/paper/1658022,自由時報,https://news.ltn.com.tw/list/breakingnews/world,07/30/2024 12:18:47
news_877570fbd5e0b74e8b042cd10e267eb7,賀錦麗民調反超 美企業界仍押寶川普,國際新聞,2024-08-18T21:30:00Z,"〔編譯陳成良／綜合報導〕美國總統大選進入白熱化階段，最新民調顯示，即將獲得民主黨提名的現任副總統賀錦麗，儘管曾被視為美國史上最不受歡迎的副總統之一，但支持率已有所回升，甚至反超共和黨候選人川普。然而，許多美國企業高層仍然堅信，川普將會勝選，並積極押注他的回歸。

華盛頓郵報十八日報導，根據華郵、…",https://news.ltn.com.tw/news/world/paper/1662506,自由時報,https://news.ltn.com.tw/list/breakingnews/world,08/26/2024 12:22:29
news_9b109e6dee298468b6b3a68118557e41,拜登突現身白宮簡報室 籲以色列勿襲伊朗油田,國際新聞,2024-10-05T01:46:54Z,"美國總統拜登今天奉勸以色列不要空襲伊朗石油設施，稱他已在努力號召全球避免讓中東衝突演變成全面戰爭。

   法新社報導，拜登首度無預警現身白宮簡報室，他還說以色列總理尼坦雅胡（Benja...…",https://news.ltn.com.tw/news/world/breakingnews/4820884,自由時報,https://news.ltn.com.tw/list/breakingnews/world,10/12/2024 12:18:09
news_26e6745bfe6ed581d3b195ade7714e3b,北韓任命新國防部長 宣布切斷連接南韓鐵公路,國際焦點,2024-10-09T10:35:39Z,（中央社首爾9日綜合外電報導）北韓中央通信社（KCNA）今天報導，努光鐵已在最高人民會議中被任命為新的國防部長，將接替姜順南（Kang Sun Nam）。數小時後，北韓軍方宣布切斷與南韓相連的公路和鐵路。,https://www.cna.com.tw/news/aopl/202410090379.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,10/16/2024 12:26:10
news_1ef6ff3566c5fb4bbb20ba2ce74e4837,路透社民調：賀錦麗贏川普3個百分點 領先幅度縮小,國際焦點,2024-10-09T11:39:37Z,（中央社華盛頓9日綜合外電報導）根據路透社/益普索（Reuters/Ipsos）最新民調顯示，美國民主黨總統候選人賀錦麗在11月5日大選的支持率以46%比43%領先共和黨對手川普，領先幅度為3個百分點，較之前縮小。,https://www.cna.com.tw/news/aopl/202410090406.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,10/16/2024 12:26:10
news_e556b946060243763eedfd9fe69d652f,「我們愛你」呼聲中 拜登感性交棒賀錦麗,國際焦點,2024-08-20T09:01:09Z,（中央社芝加哥19日綜合外電報導）美國總統拜登今天出席民主黨全國代表會（DNC），為副總統賀錦麗站台。他原本希望4年後再上演「世代傳承」大秀，但今天，在感謝他「犧牲小我」、「顧全大局」的英雄式歡迎中，他眼眶泛淚，內心似乎感到些許安慰。,https://www.cna.com.tw/news/aopl/202408200257.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,08/27/2024 12:20:39
news_ced5edcacf3432a9c4e219ee1ff79dec,賀錦麗讚揚錢尼引發眾怒 民主黨選戰策略大翻車？,國際新聞,2024-10-05T05:49:34Z,美國副總統兼民主黨總統候選人賀錦麗（Kamala Harris）3日在威斯康辛州與前共和黨籍聯邦眾議員麗茲·錢尼（Liz Cheney）聯合競選時，公開讚揚其父、前副總統錢尼（...…,https://news.ltn.com.tw/news/world/breakingnews/4821093,自由時報,https://news.ltn.com.tw/list/breakingnews/world,10/12/2024 12:18:09
news_3d7e491c19130867361f7492ffc68923,美眾議員：無論誰入主白宮 國會挺台力道強大,國際新聞,2024-10-05T08:05:12Z,"美國大選將近，國會議員出席洛杉磯雙十國慶酒會，談總統選舉對台美關係影響。不分黨派認為，美國國會挺台力道強大，台美關係會持續堅實穩固。

    洛杉磯辦事處今天舉行國慶酒會。美國聯邦眾議...…",https://news.ltn.com.tw/news/world/breakingnews/4821187,自由時報,https://news.ltn.com.tw/list/breakingnews/world,10/12/2024 12:18:09
news_359fd3dd42a40c6222fa08c341d60933,川普、范斯可能不認帳 拜登懷疑大選是否能和平收場,國際新聞,2024-10-05T07:42:33Z,"美國總統拜登4日表示，他確信下個月的總統大選將是自由且公平的，但他不確定會不會「和平」，因為共和黨正副總統候選人川普和范斯迄今不願承認2020年的大選結果。

《華爾街日報...…",https://news.ltn.com.tw/news/world/breakingnews/4821201,自由時報,https://news.ltn.com.tw/list/breakingnews/world,10/12/2024 12:18:09
news_ca539ab067d256a4e51c4508370bf114,川普團隊遭駭客攻擊 美國稱伊朗應負責,國際焦點,2024-08-20T00:38:47Z,（中央社華盛頓19日綜合外電報導）美國安全機構今天表示，川普競選活動最近遭到駭客攻擊，幕後黑手是伊朗。安全機構指控德黑蘭試圖影響2024年的美國總統大選。,https://www.cna.com.tw/news/aopl/202408200016.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,08/27/2024 12:20:39
news_dc23b4ec180f5b0b4938a173eec03267,川普若當選 考慮延攬馬斯克入閣或當顧問,國際焦點,2024-08-20T02:23:36Z,（中央社賓州約克19日綜合外電報導）美國共和黨總統候選人川普今天說，如果他當選，將考慮終結購買電動車可獲得的7500美元稅額抵免，且對延攬電動車大廠特斯拉執行長馬斯克入閣或聘為顧問持開放態度。,https://www.cna.com.tw/news/aopl/202408200039.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,08/27/2024 12:20:39
news_724ee892c106e27b2efef6dd608a20db,美民主黨全代會登場 賀錦麗：永遠感謝拜登[影],國際焦點,2024-08-20T02:35:42Z,（中央社芝加哥19日綜合外電報導）美國副總統賀錦麗 （Kamala Harris）今天在芝加哥舉行的民主黨全國代表大會驚喜現身，她開門見山表示「永遠感謝」總統拜登，並矢言打敗共和黨對手川普，群眾情緒激昂。,https://www.cna.com.tw/news/aopl/202408200042.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,08/27/2024 12:20:39
news_007ae0cb971cc9879a1f8af91b3edc76,美前副總統彭斯旗下組織力促共和黨支持台灣抗中,國際焦點,2024-08-20T02:48:50Z,（中央社華盛頓19日綜合外電報導）美國前副總統彭斯（Mike Pence）的政策倡議組織「推動美國自由」（Advancing American Freedom）正在敦促共和黨籍國會議員採取強硬立場支持台灣抵抗中國侵略。,https://www.cna.com.tw/news/aopl/202408200046.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,08/27/2024 12:20:39
news_d4746f5c66d81e932476193fa66ebdff,希拉蕊挺賀錦麗 喊話選民打破天花板讓女性掌白宮[影],國際焦點,2024-08-20T03:01:07Z,（中央社記者鍾佑貞華盛頓19日專電）希拉蕊2016年在總統大選一役敗給川普，當年她感性發表敗選感言，強調總有人會打破最高的天花板。她今天出席全代會為賀錦麗助陣，呼籲選民追求突破，一舉讓賀錦麗宣誓成為美國第47位總統。,https://www.cna.com.tw/news/aopl/202408200054.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,08/27/2024 12:20:39
news_c47ff638e7602054a89060bea29f39b3,美民主黨全代會芝加哥登場 民眾遊行抗議加薩戰爭,國際焦點,2024-08-20T03:06:13Z,（中央社芝加哥19日綜合外電報導）美國總統拜登今天抵達芝加哥出席民主黨全國代表大會（DNC）開幕式，有數以千計支持巴勒斯坦的抗議人士在街頭遊行，對拜登政府在加薩戰爭中支持以色列一事表達反對。,https://www.cna.com.tw/news/aopl/202408200057.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,08/27/2024 12:20:39
news_6163d4072510e31a5df565d1e67fe750,川普PO泰勒絲合成照拉票 專家稱疑似AI生成,國際焦點,2024-08-20T03:19:17Z,（中央社華盛頓19日綜合外電報導）美國共和黨總統候選人川普在社群平台上分享數張遭竄改的照片，顯示美國流行樂天后泰勒絲和她的粉絲支持他競選，顯然試圖利用泰勒絲的巨大影響力為他拉票。,https://www.cna.com.tw/news/aopl/202408200059.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,08/27/2024 12:20:39
news_af6dd2d71a9640ffe4509453114b7a39,賀錦麗選情看好 美國準備好接受女總統了嗎？,國際焦點,2024-08-20T03:20:19Z,（中央社記者石秀娟芝加哥特稿）民主黨總統候選人賀錦麗聲勢看漲，搖擺州的民調也領先。相較前國務卿希拉蕊．柯林頓8年前參選的情勢，賀錦麗顯然有利太多，美國社會有了什麼改變？選民準備好迎接女性、非亞裔的總統了嗎？,https://www.cna.com.tw/news/aopl/202408200060.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,08/27/2024 12:20:39
news_1cf208b11718efd27308aef3559dd696,拜登兒子聲請撤銷逃稅案 遭法官駁回,國際焦點,2024-08-20T05:09:33Z,（中央社華盛頓19日綜合外電報導）美國總統拜登的兒子韓特涉及逃稅案，預定9月受審，他以提出指控的特別檢察官魏斯不具承辦此案資格為由聲請撤案，但加州的法官今天駁回他的請求。,https://www.cna.com.tw/news/aopl/202408200125.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,08/27/2024 12:20:39
news_2ee13bfebe6da5fc1044655a42db9af8,拜登展世代傳承氣度力挺賀錦麗：不能讓川普贏,國際焦點,2024-08-20T05:10:39Z,（中央社記者鍾佑貞華盛頓20日專電）從打死不退到戲劇性宣布由賀錦麗接棒，81歲的拜登今天登上原先為他打造的全代會大秀，在一片感謝「成全大局」聲中為賀錦麗站台，他感性泛淚，傳遞的訊息卻很明確：美國絕對不能交到川普手上。,https://www.cna.com.tw/news/aopl/202408200128.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,08/27/2024 12:20:39
news_c94e6c342416dd86e72444e209058d82,民主黨全代會拜登從主角變暖場 牽成賀錦麗留政治遺產,國際焦點,2024-08-20T06:39:06Z,（中央社記者石秀娟芝加哥特稿）美國總統拜登今晚在民主黨全代會演說。他4年前提名賀錦麗為搭擋，但時不我予放棄連任，可能牽成美國首位女性、亞非裔總統。拜登本因喪子要退出政壇，如今在歷史洪流為自己留下政治遺產。,https://www.cna.com.tw/news/aopl/202408200169.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,08/27/2024 12:20:39
news_6814a27612e1bec5da741bc65451c57b,川普籲封口費案量刑宣判延至大選後 檢方：法官決定,國際焦點,2024-08-20T08:22:19Z,（中央社紐約19日綜合外電報導）針對美國前總統川普（Donald Trump）提出延後封口費案量刑宣判的請求，紐約檢察官表示他們不反對，一切由主審法官決定。,https://www.cna.com.tw/news/aopl/202408200233.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,08/27/2024 12:20:39
news_01a1a0b34679c5371578011c7a07beac,勇士隊總教練柯爾挺賀錦麗 借柯瑞手勢要川普「洗洗睡」,國際焦點,2024-08-20T12:02:03Z,（中央社芝加哥19日綜合外電報導）美國職籃NBA金州勇士隊總教練柯爾今天現身為民主黨總統候選人賀錦麗（Kamala Harris）站台。他還借用勇士球星柯瑞招牌的「晚安」手勢，請共和黨總統候選人川普「洗洗睡」。,https://www.cna.com.tw/news/aopl/202408200368.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,08/27/2024 12:20:39
news_8063335aa14674c053b2f73125581b40,保守派前法官公開挺賀錦麗 批川普威脅美國民主,國際焦點,2024-08-20T13:02:06Z,（中央社華盛頓19日綜合外電報導）美國著名保守派法律學者、前聯邦上訴法院法官魯狄格透過聲明表示，將在11月大選支持現任副總統賀錦麗；他並形容前總統川普的候選人資格對美國民主的存續構成威脅。,https://www.cna.com.tw/news/aopl/202408200398.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,08/27/2024 12:20:39
news_652282b4c99225eaae26d8211e35f82b,從川普遇刺到拜登退選 2024美國大選驚奇8天,國際焦點,2024-07-22T04:14:19Z,（中央社華盛頓21日綜合外電報導）如果說一個星期在政界來說已經是很長的時間了，那過去8天的美國總統選戰，必定是一場史詩般的戲劇。,https://www.cna.com.tw/news/aopl/202407220096.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,07/29/2024 12:17:23
news_71f858403ade1c41228196ced9e7a3f2,歐巴馬全代會將為賀錦麗站台 民主黨人興奮期待,國際焦點,2024-08-20T14:23:13Z,（中央社芝加哥20日綜合外電報導）美國前總歐巴馬今天出席民主黨全國代表大會時，將推崇黨籍總統候選人賀錦麗是民主黨未來之所繫。經歷選戰風風雨雨後，賀錦麗終將正式獲提名，心情猶如坐雲霄飛車一般。,https://www.cna.com.tw/news/aopl/202408200427.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,08/27/2024 12:20:39
news_b893aa8d3bff6274f123fcd240f9825f,川普考慮延攬入閣 馬斯克分享AI生成就職照喊「我願意」,國際焦點,2024-08-20T15:22:36Z,（中央社洛杉磯19日綜合外電報導）美國共和黨總統候選人川普今天聲稱，他對延攬電動車大廠特斯拉執行長馬斯克入閣或聘為顧問持開放態度。馬斯克隨後在X分享一張AI生成的就職照，宣告他「願意服務」。,https://www.cna.com.tw/news/aopl/202408200437.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,08/27/2024 12:20:39
news_83c29272a86e49506e312ecd220f9a17,紐約議員稱槍擊川普如「處決狂犬」 共和黨譴責要求辭職,國際新聞,2024-08-15T01:26:25Z,美國福斯新聞（Fox News）報導，紐約州波茨坦鎮（Potsdam）民主黨籍議會成員佩吉（Christine Paige）日前在社群媒體上將槍擊前總統川普比喻為「處決狂犬」，...…,https://news.ltn.com.tw/news/world/breakingnews/4769430,自由時報,https://news.ltn.com.tw/list/breakingnews/world,08/22/2024 12:19:46
news_05fd3e421e9b0dedadad6dd5bbc5a6b2,賀錦麗成為民主黨候選人！將在總統大選與川普對決,國際新聞,2024-08-03T02:13:13Z,"黃其豪／核稿編輯
美國民主黨全國委員會主席哈里森（Jaime Harrison）2日表示，副總統賀錦麗（Kamala Harris）獲得足夠的民主黨代表投票支持，成為黨內的總統候...…",https://news.ltn.com.tw/news/world/breakingnews/4757464,自由時報,https://news.ltn.com.tw/list/breakingnews/world,08/10/2024 12:17:40
news_c98db0f6d82ba1e8818e34d29872e87d,川普遇襲 《CNN》揭背後致命安全漏洞,國際新聞,2024-08-03T06:32:19Z,"郭顏慧／核稿編輯
美國共和黨總統候選人、前總統川普（Donald Trump）上月在賓州巴特勒（Butler）舉行的集會上遭暗殺未遂，事後美國秘勤局（Secret Servic...…",https://news.ltn.com.tw/news/world/breakingnews/4757529,自由時報,https://news.ltn.com.tw/list/breakingnews/world,08/10/2024 12:17:40
news_7eee49122ba79cc12dddc7ae0eb34a00,賀錦麗丈夫全代會致詞 聊兩人故事吸選票,國際焦點,2024-08-21T08:37:01Z,（中央社芝加哥20日綜合外電報導）民主黨籍總統候選人、現任副總統賀錦麗的夫婿任德龍今天在芝加哥的民主黨全國代表大會（DNC）上，致詞分享兩人從相親到步入婚姻的故事，試圖說服美國民眾傾心賀錦麗。,https://www.cna.com.tw/news/aopl/202408210238.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,08/28/2024 12:22:34
news_633642ba1551bf0256af856cfd1e5cec,口水戰升溫 拜登賓州造勢轟川普「想揍他屁股」,國際新聞,2024-11-03T01:57:31Z,美國總統拜登（Joe Biden）2日在賓州家鄉斯克蘭頓（Scranton）的木工工會造勢時，對共和黨總統候選人川普（Donald Trump）發出嚴厲抨擊，語出驚人稱「這種人...…,https://news.ltn.com.tw/news/world/breakingnews/4850773,自由時報,https://news.ltn.com.tw/list/breakingnews/world,11/10/2024 12:23:12
news_9347cc8f4334cd1380f23eb8ddc79883,"蒲亭稱支持賀錦麗當總統 白宮籲停止干預美國選舉
",國際新聞,2024-09-05T19:54:03Z,"俄羅斯總統蒲亭宣稱他支持美國民主黨總統候選人賀錦麗，而非曾表態欽佩他的共和黨候選人川普。對此白宮呼籲蒲亭「停止干預」美國選舉。

      法新社報導，白宮國安會戰略溝通協調官柯比（J...…",https://news.ltn.com.tw/news/world/breakingnews/4791629,自由時報,https://news.ltn.com.tw/list/breakingnews/world,09/13/2024 12:25:10
news_c83fe3e0a6dfb83191aa5e000fdf6551,賀錦麗搶女性非裔票 40年前加入的大學姊妹會助攻,國際焦點,2024-09-02T07:53:50Z,（中央社華盛頓1日綜合外電報導）美國民主黨總統候選人賀錦麗（Kamala Harris）將在11月大選對決川普，而她40年前就讀大學時加入的姊妹會，可能為她帶來迄今最棒的回報。,https://www.cna.com.tw/news/aopl/202409020189.aspx,中央通訊社,https://www.cna.com.tw/list/aopl.aspx,09/09/2024 12:21:18
news_1f21c3020e7570d92782cd270e0d4dea,美選情激烈 多地商家預防性封窗,國際新聞,2024-11-02T21:30:00Z,〔編譯周虹汶／綜合報導〕五日即將迎來二○二四年美國總統選舉，但共和黨候選人川普四年前以在位元首身分敗選後發生的二一年一月六日國會山莊騷亂，依舊是美國首都華府市政官員揮之不去的陰影，就職典禮與安全圍籬等選後準備工作今年提早一個月從上月展開。華府助理行政官羅德里格斯上週對議會坦言，「從很多方面來說，我們…,https://news.ltn.com.tw/news/world/paper/1675220,自由時報,https://news.ltn.com.tw/list/breakingnews/world,11/10/2024 12:23:12
news_5e947836623284825e8b906fe5086ce2,憂軍援生變 烏克蘭緊盯美國大選,國際新聞,2024-11-02T21:30:00Z,"〔編譯張沛元／綜合報導〕預料五日投票的美國總統大選的結果將嚴重影響烏克蘭，特別是至關重要的華府軍援；部分烏國官員在投票前夕看似已對多次批評援烏與主張火速結束烏戰的共和黨總統候選人、前總統川普回鍋，做好心理準備，直言或許美國政壇變天會比較好。
華盛頓郵報指出，烏國的官方立場自是謹守不干預盟國內政的外…",https://news.ltn.com.tw/news/world/paper/1675222,自由時報,https://news.ltn.com.tw/list/breakingnews/world,11/10/2024 12:23:12
news_f9612a8bc90b047ed518dc2eb19e8150,賴清德上任100天獲美肯定 專家示警：中國在美塑造賴是「麻煩製造者」形象,國際新聞,2024-09-06T08:49:49Z,賴清德總統8月27日就任屆滿100天，《美國之音》（VOA）6日指出，華盛頓針對賴總統處理台海議題的做法給予正面評價，但有專家指出，中國正在美國竭力定義賴清德是「麻煩製造者」，...…,https://news.ltn.com.tw/news/world/breakingnews/4792204,自由時報,https://news.ltn.com.tw/list/breakingnews/world,09/13/2024 12:25:10
